Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,187.62
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,182.43
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,181.24
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,184.26
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,189.45
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,200.79
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,206.4
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,206.47
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,199.14
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,192.6
0.12,-180.86,-90.006,86.431,0.0029,-86.58,180.01,205.17
0.132,-180.26,-90.006,85.427,0.0029,-85.622,180.01,253.84
0.144,-179.58,-90.006,84.289,0.0029,-84.537,180.01,454.09
0.156,-178.83,-90.006,83.034,0.0029,-83.339,180.01,773.53
0.168,-178.02,-90.006,81.678,0.0029,-82.045,180.01,1514.9
0.18,-177.15,-90.006,80.239,0.0029,-80.672,180.01,2573.6
0.192,-176.25,-90.006,78.733,0.0029,-79.236,180.01,3931.4
0.204,-175.32,-90.006,77.175,0.0029,-77.749,180.01,5898.5
0.216,-174.36,-90.006,75.577,0.0029,-76.224,180.01,7505
0.228,-173.39,-90.006,73.949,0.0029,-74.67,180.01,9479.5
0.24,-172.4,-90.006,72.302,0.0029,-73.099,180.01,11175
0.252,-171.41,-90.006,70.647,0.0029,-71.52,180.01,12697
0.264,-170.42,-90.006,68.99,0.0029,-69.94,180.01,13667
0.276,-169.42,-90.006,67.334,0.0029,-68.36,180.01,13896
0.288,-168.42,-90.006,65.678,0.0029,-66.779,180.01,13474
0.3,-167.4,-90.006,64.022,0.0029,-65.2,180.01,12292
0.312,-166.36,-90.006,62.366,0.0029,-63.62,180.01,10854
0.324,-165.28,-90.006,60.71,0.0029,-62.039,180.01,9402.8
0.336,-164.17,-90.006,59.054,0.0029,-60.459,180.01,8105.1
0.348,-163,-90.006,57.402,0.0029,-58.883,180.01,6666.6
0.36,-161.78,-90.006,55.77,0.0029,-57.325,180.01,5629.7
0.372,-160.5,-90.006,54.174,0.0029,-55.803,180.01,4642.8
0.384,-159.17,-90.006,52.633,0.0029,-54.333,180.01,3832.6
0.396,-157.79,-90.006,51.162,0.0029,-52.929,180.01,3630.4
0.408,-156.37,-90.006,49.775,0.0029,-51.605,180.01,3586
0.42,-154.9,-90.006,48.479,0.0029,-50.369,180.01,3844.1
0.432,-153.4,-90.006,47.282,0.0029,-49.227,180.01,4546.8
0.444,-151.86,-90.006,46.187,0.0029,-48.182,180.01,5261
0.456,-150.29,-90.006,45.194,0.0029,-47.235,180.01,5915.2
0.468,-148.7,-90.006,44.301,0.0029,-46.383,180.01,6285.7
0.48,-147.09,-90.006,43.502,0.0029,-45.621,180.01,5848
0.492,-145.46,-90.006,42.791,0.0029,-44.943,180.01,5021.6
0.504,-143.81,-90.006,42.162,0.0029,-44.343,180.01,3579
0.516,-142.16,-90.006,41.609,0.0029,-43.814,180.01,2407.9
0.528,-140.49,-90.006,41.123,0.0029,-43.351,180.01,1297.4
0.54,-138.81,-90.006,40.701,0.0029,-42.948,180.01,666.42
0.552,-137.13,-90.006,40.336,0.0029,-42.6,180.01,257.15
0.564,-135.45,-90.006,40.023,0.0029,-42.301,180.01,203.46
0.576,-133.77,-90.006,39.757,0.0029,-42.047,180.01,303.19
0.588,-132.09,-90.006,39.532,0.0029,-41.833,180.01,468.82
0.6,-130.41,-90.006,39.345,0.0029,-41.654,180.01,648.56
0.612,-128.73,-90.006,39.191,0.0029,-41.508,180.01,883.91
0.624,-127.05,-90.006,39.066,0.0029,-41.389,180.01,1085.3
0.636,-125.37,-90.006,38.967,0.0029,-41.294,180.01,1228.2
0.648,-123.69,-90.006,38.89,0.0029,-41.22,180.01,1462
0.66,-122.01,-90.006,38.831,0.0029,-41.164,180.01,1518.3
0.672,-120.33,-90.006,38.788,0.0029,-41.122,180.01,1522.6
0.684,-118.65,-90.006,38.756,0.0029,-41.093,180.01,1514.1
0.696,-116.97,-90.006,38.735,0.0029,-41.072,180.01,1451
0.708,-115.29,-90.006,38.721,0.0029,-41.059,180.01,1409.7
0.72,-113.61,-90.006,38.713,0.0029,-41.052,180.01,1516.1
0.732,-111.93,-90.006,38.709,0.0029,-41.047,180.01,1625
0.744,-110.25,-90.006,38.707,0.0029,-41.045,180.01,1831.3
0.756,-108.57,-90.006,38.706,0.0029,-41.045,180.01,1985.6
0.768,-106.89,-90.006,38.706,0.0029,-41.045,180.01,2011.6
0.78,-105.21,-90.006,38.706,0.0029,-41.045,180.01,1992.2
0.792,-103.53,-90.006,38.706,0.0029,-41.045,180.01,1882.9
0.804,-101.85,-90.006,38.706,0.0029,-41.045,180.01,1817.1
0.816,-100.17,-90.006,38.706,0.0029,-41.045,180.01,1851.4
0.828,-98.493,-90.006,38.706,0.0029,-41.045,180.01,1894.9
0.84,-96.813,-90.006,38.706,0.0029,-41.045,180.01,2021.2
0.852,-95.132,-90.006,38.706,0.0029,-41.045,180.01,2070.9
0.864,-93.453,-90.006,38.706,0.0029,-41.045,180.01,2084.2
0.876,-91.773,-90.006,38.706,0.0029,-41.045,180.01,2039.6
0.888,-90.093,-90.006,38.706,0.0029,-41.045,180.01,1908
0.9,-88.413,-90.006,38.706,0.0029,-41.045,180.01,1856.7
0.912,-86.733,-90.006,38.706,0.0029,-41.045,180.01,1858.8
0.924,-85.053,-90.006,38.706,0.0029,-41.045,180.01,1925.8
0.936,-83.373,-90.006,38.706,0.0029,-41.045,180.01,2020.7
0.948,-81.693,-90.006,38.706,0.0029,-41.045,180.01,2090.6
0.96,-80.013,-90.006,38.706,0.0029,-41.045,180.01,2038.6
0.972,-78.333,-90.006,38.706,0.0029,-41.045,180.01,1996.2
0.984,-76.653,-90.006,38.706,0.0029,-41.045,180.01,1867.9
0.996,-74.972,-90.006,38.706,0.0029,-41.045,180.01,1835.4
1.008,-73.292,-90.006,38.706,0.0029,-41.045,180.01,1904.9
1.02,-71.612,-90.006,38.706,0.0029,-41.045,180.01,1947.7
1.032,-69.933,-90.006,38.706,0.0029,-41.045,180.01,2035.8
1.044,-68.253,-90.006,38.707,0.0029,-41.045,180.01,2045.9
1.056,-66.573,-90.005,38.71,0.0029,-41.044,180.01,2018.1
1.068,-64.893,-90.004,38.716,0.0029,-41.044,180.01,1933.8
1.08,-63.213,-90.001,38.728,0.0029,-41.042,180.01,1904.3
1.092,-61.532,-89.997,38.748,0.0029,-41.04,180.01,1847.4
1.104,-59.854,-89.989,38.781,0.0029,-41.037,180.01,1900.2
1.116,-58.18,-89.978,38.83,0.0029,-41.031,180.01,1969.3
1.128,-56.513,-89.962,38.901,0.0029,-41.023,180.01,1990
1.14,-54.857,-89.94,38.998,0.0029,-41.013,180.01,2037.2
1.152,-53.214,-89.91,39.129,0.0029,-40.998,180.01,1971.8
1.164,-51.586,-89.872,39.299,0.0029,-40.98,180.01,1904.5
1.176,-49.979,-89.823,39.515,0.0029,-40.956,180.01,1874.3
1.188,-48.395,-89.762,39.782,0.0029,-40.926,180.01,1882.2
1.2,-46.837,-89.688,40.109,0.0029,-40.89,180.01,1957.8
1.212,-45.312,-89.599,40.502,0.0029,-40.847,180.01,1940.6
1.224,-43.822,-89.493,40.97,0.0029,-40.795,180.01,1862.5
1.236,-42.376,-89.369,41.519,0.0029,-40.735,180.01,1719.7
1.248,-40.979,-89.224,42.156,0.0029,-40.665,180.01,1357.7
1.26,-39.641,-89.059,42.887,0.0029,-40.584,180.01,1170.5
1.272,-38.373,-88.872,43.712,0.0029,-40.493,180.01,1018.7
1.284,-37.187,-88.664,44.627,0.0029,-40.392,180.01,825.87
1.296,-36.092,-88.437,45.629,0.0029,-40.282,180.01,809.8
1.308,-35.098,-88.193,46.706,0.0029,-40.163,180.01,872.13
1.32,-34.205,-87.934,47.851,0.0029002,-40.038,180.01,888.1
1.332,-33.413,-87.661,49.053,0.0028993,-39.905,180.01,1047.7
1.344,-32.718,-87.377,50.308,0.0029028,-39.767,180.01,1256.3
1.356,-32.115,-87.082,51.609,0.0028893,-39.623,180.01,1436.1
1.368,-31.596,-86.778,52.95,0.0029565,-39.476,180.01,1738.9
1.38,-31.153,-86.465,54.33,0.0030102,-39.324,180.01,1958.6
1.392,-30.778,-86.145,55.742,0.0029971,-39.168,180.01,2038.2
1.404,-30.464,-85.818,57.184,0.0030008,-39.009,180.01,2046.8
1.416,-30.205,-85.485,58.653,0.0029998,-38.848,180.01,1908.3
1.428,-29.993,-85.147,60.145,0.0030001,-38.683,180.01,1667.3
1.44,-29.823,-84.804,61.659,0.003,-38.516,180.01,1560.3
1.452,-29.689,-84.456,63.192,0.003,-38.347,180.01,1551.4
1.464,-29.586,-84.106,64.74,0.003,-38.177,180.01,1652.4
1.476,-29.51,-83.752,66.301,0.003,-38.005,180.01,1906
1.488,-29.455,-83.395,67.874,0.003,-37.832,180.01,2221.1
1.5,-29.419,-83.037,69.455,0.003,-37.658,180.01,2490.5
1.512,-29.395,-82.677,71.044,0.003,-37.483,180.01,2694.4
1.524,-29.381,-82.316,72.636,0.003,-37.307,180.01,2801.5
1.536,-29.374,-81.955,74.23,0.003,-37.132,180.01,2882.5
1.548,-29.371,-81.593,75.825,0.003,-36.956,180.01,2846.7
1.56,-29.37,-81.232,77.417,0.003,-36.781,180.01,2751.5
1.572,-29.37,-80.873,79.003,0.003,-36.606,180.01,2609.2
1.584,-29.37,-80.514,80.584,0.003,-36.432,180.01,2390.2
1.596,-29.37,-80.158,82.155,0.003,-36.259,180.01,2150.3
1.608,-29.37,-79.805,83.715,0.003,-36.087,180.01,1831
1.62,-29.37,-79.454,85.26,0.003,-35.917,180.01,1699.3
1.632,-29.37,-79.108,86.789,0.003,-35.748,180.01,1515.3
1.644,-29.37,-78.766,88.296,0.003,-35.582,180.01,1301.8
1.656,-29.37,-78.429,89.783,0.003,-35.418,180.01,1231.7
1.668,-29.37,-78.098,91.244,0.003,-35.258,180.01,1015.4
1.68,-29.37,-77.774,92.676,0.003,-35.1,180.01,792.11
1.692,-29.37,-77.457,94.075,0.003,-34.946,180.01,560.7
1.704,-29.37,-77.148,95.438,0.003,-34.796,180.01,346.32
1.716,-29.37,-76.848,96.759,0.003,-34.65,180.01,140.69
1.728,-29.37,-76.561,98.025,0.003,-34.512,180.01,45.038
1.74,-29.37,-76.29,99.215,0.003,-34.397,180.01,19.426
1.752,-29.37,-76.032,100.33,0.003,-34.325,180.01,10.993
1.764,-29.37,-75.779,101.41,0.003,-34.316,180.01,0.86743
1.776,-29.37,-75.526,102.44,0.003,-34.38,180.01,8.437
1.788,-29.37,-75.272,103.44,0.003,-34.519,180.01,11.801
1.8,-29.37,-75.019,104.38,0.003,-34.734,180.01,6.1677
1.812,-29.37,-74.767,105.26,0.003,-35.023,180.01,6.7663
1.824,-29.37,-74.52,106.08,0.003,-35.378,180.01,1.4746
1.836,-29.37,-74.278,106.82,0.003,-35.786,180.01,3.7686
1.848,-29.37,-74.045,107.48,0.003,-36.225,180.01,2.5372
1.86,-29.37,-73.821,108.08,0.003,-36.673,180.01,0
1.872,-29.37,-73.608,108.61,0.003,-37.111,180.01,16.231
1.884,-29.37,-73.413,109.07,0.003,-37.521,180.01,12.839
1.896,-29.37,-73.232,109.47,0.003,-37.913,180.01,20.624
1.908,-29.37,-73.065,109.82,0.0029999,-38.285,180.01,21.829
1.92,-29.37,-72.913,110.12,0.0030004,-38.632,180.01,2.7005
1.932,-29.37,-72.776,110.38,0.0029986,-38.95,180.01,5.6425
1.944,-29.37,-72.654,110.59,0.0030052,-39.236,180.01,0.39645
1.956,-29.37,-72.548,110.78,0.0029072,-39.487,180.01,2.7661
1.968,-29.37,-72.459,110.92,0.0028981,-39.7,180.01,8.3542
1.98,-29.37,-72.385,111.05,0.0029005,-39.874,180.01,6.4012
1.992,-29.37,-72.328,111.14,0.0028999,-40.008,180.01,9.5736
2.004,-29.37,-72.287,111.21,0.0029,-40.102,180.01,2.7294
2.016,-29.37,-72.263,111.25,0.0029,-40.158,180.01,10.856
2.028,-29.37,-72.256,111.26,0.0029,-40.173,180.01,6.4472
2.04,-29.37,-72.266,111.24,0.0029,-40.15,180.01,10.363
2.052,-29.37,-72.293,111.2,0.0029,-40.087,180.01,18.447
2.064,-29.37,-72.337,111.13,0.0029,-39.985,180.01,15.217
2.076,-29.37,-72.398,111.03,0.0029,-39.843,180.01,23.192
2.088,-29.37,-72.475,110.9,0.0029,-39.662,180.01,23.282
2.1,-29.37,-72.567,110.74,0.0029,-39.442,180.01,18.076
2.112,-29.37,-72.676,110.56,0.0029,-39.184,180.01,19.121
2.124,-29.37,-72.801,110.33,0.0029,-38.892,180.01,7.1386
2.136,-29.37,-72.941,110.07,0.0029,-38.568,180.01,7.2489
2.148,-29.37,-73.096,109.76,0.0029,-38.216,180.01,9.4008
2.16,-29.37,-73.265,109.4,0.0029,-37.84,180.01,12.492
2.172,-29.37,-73.449,108.98,0.0029,-37.444,180.01,20.739
2.184,-29.37,-73.649,108.5,0.0029,-37.024,180.01,53.007
2.196,-29.37,-73.864,107.96,0.0029,-36.584,180.01,262.62
2.208,-29.37,-74.088,107.35,0.0029001,-36.139,180.01,551.2
2.22,-29.37,-74.322,106.68,0.0028982,-35.708,180.01,774.07
2.232,-29.37,-74.563,105.93,0.0029157,-35.311,180.01,1074.5
2.244,-29.37,-74.811,105.1,0.0030103,-34.967,180.01,1248.3
2.256,-29.37,-75.064,104.21,0.0029974,-34.69,180.01,1530.9
2.268,-29.37,-75.321,103.25,0.0030005,-34.486,180.01,1935.8
2.28,-29.37,-75.579,102.22,0.0029999,-34.36,180.01,2339
2.292,-29.37,-75.838,101.16,0.003,-34.312,180.01,2931.4
2.304,-29.37,-76.097,100.05,0.003,-34.337,180.01,3310
2.316,-29.37,-76.362,98.903,0.003,-34.423,180.01,3610
2.328,-29.37,-76.637,97.69,0.003,-34.547,180.01,3909.2
2.34,-29.37,-76.928,96.405,0.003,-34.689,180.01,4188.2
2.352,-29.37,-77.231,95.07,0.003,-34.836,180.01,4610.6
2.364,-29.37,-77.542,93.697,0.003,-34.987,180.01,5000.9
2.376,-29.37,-77.862,92.288,0.003,-35.142,180.01,5510.7
2.388,-29.37,-78.188,90.848,0.003,-35.301,180.01,5696.1
2.4,-29.37,-78.521,89.38,0.003,-35.463,180.01,5623.6
2.412,-29.37,-78.859,87.888,0.003,-35.627,180.01,5257
2.424,-29.37,-79.202,86.373,0.003,-35.794,180.01,5134.8
2.436,-29.37,-79.55,84.839,0.003,-35.963,180.01,5543.5
2.448,-29.37,-79.901,83.288,0.003,-36.134,180.01,6220.2
2.46,-29.37,-80.257,81.722,0.003,-36.306,180.01,6630.9
2.472,-29.37,-80.614,80.144,0.003,-36.48,180.01,7123.4
2.484,-29.37,-80.974,78.556,0.0030001,-36.655,180.01,7107.2
2.496,-29.371,-81.336,76.96,0.0029999,-36.831,180.01,6580.3
2.508,-29.373,-81.698,75.36,0.0029999,-37.007,180.01,6220.9
2.52,-29.378,-82.062,73.756,0.0030026,-37.184,180.01,5737.4
2.532,-29.389,-82.426,72.151,0.0029056,-37.361,180.01,4811.2
2.544,-29.407,-82.789,70.546,0.0028978,-37.537,180.01,4254.3
2.556,-29.436,-83.152,68.946,0.0029008,-37.714,180.01,4242.9
2.568,-29.48,-83.514,67.35,0.0028997,-37.889,180.01,4219.4
2.58,-29.544,-83.874,65.763,0.0029001,-38.064,180.01,4459.9
2.592,-29.632,-84.231,64.186,0.0029,-38.238,180.01,4972.1
2.604,-29.75,-84.586,62.62,0.0029,-38.41,180.01,4766.8
2.616,-29.905,-84.937,61.07,0.0029,-38.581,180.01,4320.6
2.628,-30.101,-85.284,59.538,0.0029,-38.75,180.01,3819.5
2.64,-30.347,-85.627,58.027,0.0029,-38.916,180.01,3022.3
2.652,-30.647,-85.964,56.539,0.0029,-39.08,180.01,2448.7
2.664,-31.009,-86.296,55.077,0.0029,-39.241,180.01,2303.5
2.676,-31.438,-86.62,53.647,0.0029,-39.399,180.01,2131.5
2.688,-31.943,-86.936,52.251,0.0029,-39.553,180.01,2315
2.7,-32.529,-87.244,50.893,0.0029,-39.702,180.01,2638.4
2.712,-33.204,-87.541,49.581,0.0029,-39.847,180.01,2550.4
2.724,-33.972,-87.827,48.321,0.0029,-39.986,180.01,2496.4
2.736,-34.836,-88.098,47.123,0.0029,-40.117,180.01,2116.6
